vehicle_id,brand,timestamp,odometer_reading,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_pos_percent,air_flow_rate_gps,exhaust_gas_temp_c,vibration_level,engine_hours,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,abs_fault_indicator,brake_pedal_pos_percent,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,vehicle_speed_kph,ambient_temp_c,humidity_percent,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_date,failure_type
VEH0029,Chevrolet,2023-01-01 00:00:00,59462.7688,94.82743135,2373.871851,51.10011669,88.15603523,10.13964639,2.671034055,62.48679563,33.68870736,55.75477613,257.3369706,1.287039019,4543.875573,995.1401833,9.325240538,65.13716399,0,80.55778864,64.95824895,-15.05923729,59.25410574,10.39683923,12.44375798,1.947694289,29.88179441,14.12002931,76.54217577,91.4882081,79.64918353,19.70196791,52.64015489,31.62981632,76.94227972,0,0,0,01-01-2050 00:00,No Failure
VEH0029,Chevrolet,2023-01-01 00:39:00,59492.30788,88.80581884,1132.80512,44.55933307,87.93650482,3.765715773,4.843887796,41.99607457,19.09159401,20.53003455,605.0633887,1.643062375,4544.32231,941.0832199,9.319174092,182.3605413,0,3.883266314,48.6260641,86.01815852,50.40295344,25.41832518,12.09621608,23.742643,26.63568479,14.06811848,66.90252274,91.48513919,86.14589541,38.78628139,82.6935316,32.18354763,83.99985028,0,0,0,01-01-2050 00:00,No Failure
VEH0029,Chevrolet,2023-01-01 00:55:00,59787.76057,90.2996752,2822.965673,48.54613789,93.66120696,99.35179116,4.159268489,51.17663594,0.0,58.99097103,443.7302161,1.431739557,4546.475284,1097.943408,9.263422593,114.1408459,0,13.35114711,82.1709248,82.89464821,68.37173509,48.93527728,11.92515223,22.8603081,22.32795182,14.33076056,45.46284756,91.45507213,90.94467918,24.21628178,78.78230552,29.8787952,77.09604037,0,0,0,01-01-2050 00:00,No Failure
VEH0029,Chevrolet,2023-01-01 01:25:00,59604.98083,95.5772253,2532.507271,42.12769436,87.58271733,67.11909285,3.715735987,40.15202072,33.16643947,57.46321664,312.5797788,0.894728694,4545.138514,989.4460576,9.299888886,81.99898104,0,34.2558567,87.62975934,91.73651985,40.70403222,16.45880661,12.89452673,7.365593286,26.40213246,14.02337964,96.77150395,91.47573545,31.81075831,43.38373761,71.18927786,34.66553628,81.02179297,0,0,0,01-01-2050 00:00,No Failure
VEH0029,Chevrolet,2023-01-01 01:48:00,59526.82221,105.7611484,2197.55851,51.38063933,94.07265506,79.43196309,0.0,70.30045467,49.21322756,37.92395546,79.64877538,1.479099162,4544.360324,1125.837393,9.313421108,85.45104316,0,51.40471457,105.4119106,-30.1939573,116.2698124,82.67929455,13.23945072,5.797337947,31.47442297,14.29736961,95.13820073,91.48369159,34.77826788,17.22519961,67.63481041,32.4478177,76.11433208,0,0,0,01-01-2050 00:00,No Failure
VEH0029,Chevrolet,2023-01-01 01:52:00,59853.62654,93.93605103,851.9390371,48.05323543,85.34655445,14.50262341,5.827370592,35.73902608,54.09124161,50.61700354,632.2055671,1.682758711,4547.095372,1005.940835,9.240677678,174.3461774,0,94.97963288,59.42760513,69.40131976,76.60430779,22.03675334,12.32162423,0.423622082,26.19662021,14.32012649,55.35853501,91.44525112,108.6199316,23.93947873,61.64010431,32.88095979,79.27184694,0,0,0,01-01-2050 00:00,No Failure
VEH0029,Chevrolet,2023-01-01 02:00:00,59590.66184,100.8426785,1632.935639,61.91970121,85.21514487,58.03973405,2.954357175,39.16892807,16.14299324,68.62721705,532.6393115,2.403569033,4544.924366,1046.54108,9.306465808,79.63439245,0,36.5962949,35.87351584,93.18425149,82.45452993,80.2860479,13.14292179,16.0243206,24.11324169,13.95384223,81.04875347,91.47943117,109.728396,32.00267255,66.15855284,29.14016137,83.63992967,0,0,0,01-01-2050 00:00,No Failure
VEH0029,Chevrolet,2023-01-01 02:10:00,59816.92662,95.94009782,2286.390176,37.03944041,89.37878955,94.20546193,7.697613358,51.41315266,3.582288896,32.1184994,319.5636275,1.377230045,4547.05413,1066.651218,9.249111484,37.17615957,0,74.31791006,69.85273056,94.49710287,62.82344556,96.1516093,12.44303345,29.22963895,29.4726669,13.71069316,48.86464184,91.44929242,108.7727043,13.85196443,31.73455822,32.29180464,81.89507648,0,0,0,01-01-2050 00:00,No Failure
VEH0029,Chevrolet,2023-01-01 02:42:00,59561.51498,99.18549149,1608.222716,29.16147368,88.4784728,98.54421727,0.442882807,0.0,5.813475447,30.69830315,595.3125766,1.651723413,4544.517915,1086.308121,9.311390187,147.62862,0,62.45562614,96.73212707,51.40077866,99.64716628,71.84680368,11.98656918,-3.611971159,31.08330771,14.11605633,76.99357028,91.48266143,103.240335,16.30021459,33.49034937,31.52958923,80.68187593,0,0,0,01-01-2050 00:00,No Failure
VEH0029,Chevrolet,2023-01-01 03:00:00,59731.16165,96.63170826,700.0,50.15890953,93.65892059,9.634505917,7.935258283,63.1611474,29.61428133,46.40219809,433.4445613,1.312767835,4545.793152,1015.871814,9.273459765,98.56918374,0,97.16395354,46.89841047,88.80384948,38.48671613,42.3359753,12.98249307,0.170309397,27.99422275,14.0902902,89.94143654,91.46007705,65.5030165,21.71045649,59.80332654,33.82305214,82.39371521,0,0,0,01-01-2050 00:00,No Failure
