vehicle_id,brand,timestamp,odometer_reading,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_pos_percent,air_flow_rate_gps,exhaust_gas_temp_c,vibration_level,engine_hours,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,abs_fault_indicator,brake_pedal_pos_percent,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,vehicle_speed_kph,ambient_temp_c,humidity_percent,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_date,failure_type
VEH0011,Toyota,2023-01-01 00:00:00,87178.63267,96.81541298,1693.974819,46.79700495,93.21916792,81.36514783,6.135419071,48.47602115,7.368000744,71.16801121,509.2514979,1.442692302,3887.762725,1154.440485,7.850720209,22.98691894,0,89.09806838,61.27318144,98.44891979,27.70430534,87.69120185,12.93293073,2.898579463,19.012457,14.7024461,67.10368781,93.70635587,37.20321562,13.22204231,44.78799617,28.13519936,84.27451816,0,0,0,01-01-2050 00:00,No Failure
VEH0011,Toyota,2023-01-01 00:14:00,87197.58701,94.14905358,1770.11944,49.51247081,87.06761198,4.989538239,1.807215818,26.92481645,21.84632077,49.61742241,422.5639706,1.39332869,3888.520766,1029.293717,7.840838278,135.6833893,0,74.01415988,44.36602981,89.94253047,67.73723932,65.51890653,12.51620877,1.18019964,25.15149843,14.46958993,40.54028641,93.69910247,72.93957518,25.83099599,70.3990909,31.62477537,79.56861372,0,0,0,01-01-2050 00:00,No Failure
VEH0011,Toyota,2023-01-01 00:35:00,87282.93288,107.0757336,1321.844481,23.38503533,91.28220571,95.93330838,0.0,23.67923864,0.0,31.41214977,200.7751011,1.308519213,3889.426141,959.589843,7.823239908,75.2369014,0,55.00732838,90.76762988,15.76966189,43.11539917,100.1815199,12.80639034,-12.24612287,33.67577245,13.58807612,78.91930045,93.68908629,140.0720629,15.88397219,47.73896293,33.32821427,83.92183468,0,0,0,01-01-2050 00:00,No Failure
VEH0011,Toyota,2023-01-01 00:48:00,87248.04977,88.28421902,1549.176223,42.56621375,88.9194815,54.51330057,0.747457881,28.59613314,59.64868698,77.08290373,187.4403455,2.12053558,3889.082871,1149.546325,7.828218461,63.45401639,0,9.164156597,58.49064298,36.07036959,118.60762,43.78851345,12.71373793,44.41566542,33.22423267,14.02717115,88.53883318,93.6938469,85.94262474,30.97279006,66.63069247,34.34543962,77.84766135,0,0,0,01-01-2050 00:00,No Failure
VEH0011,Toyota,2023-01-01 00:57:00,87196.55597,100.6623033,3259.559675,37.75815535,93.76261836,94.41259352,7.454239024,13.25918553,20.76536138,46.64623387,379.5638365,1.765025764,3888.179768,1084.723622,7.846879621,48.30705451,0,6.494471779,23.61836998,74.40606872,15.99249391,27.20545565,12.83517318,15.92950981,30.89636378,14.17225157,84.40445719,93.70317568,65.69383679,31.87964644,48.95790807,31.97440179,77.50173526,0,0,0,01-01-2050 00:00,No Failure
VEH0011,Toyota,2023-01-01 01:10:00,87570.1664,99.40202017,1439.252199,50.55430714,89.09730244,51.72094997,3.56352078,29.57206818,5.138646324,23.77084483,219.4210954,1.932653844,3891.869034,1000.575204,7.776628246,165.1185292,0,88.80901258,67.20348379,63.99650419,63.44197103,21.14500174,12.92606247,17.57718952,22.68409986,14.13475503,46.35950595,93.66941088,74.23343904,27.94418617,69.73259888,29.51874053,83.20316827,0,0,0,01-01-2050 00:00,No Failure
VEH0011,Toyota,2023-01-01 01:12:00,87202.56732,101.388511,2862.134121,51.20695332,88.23002519,92.74922748,4.459768616,38.65211141,23.17033876,45.64555848,488.1103516,1.965664983,3888.644368,750.959238,7.83119345,117.8788777,0,61.67086885,87.60172623,88.20117789,93.29449315,61.34670589,12.22611074,-7.50186867,25.37037113,13.58678674,54.52296064,93.69575507,90.37367166,33.85448827,53.21518958,34.58512919,75.37722519,0,0,0,01-01-2050 00:00,No Failure
VEH0011,Toyota,2023-01-01 02:33:00,87432.62699,85.81486206,1764.797584,38.84040954,93.99635228,18.70054854,2.247954615,69.69275411,13.18728135,71.28175312,548.3347856,2.159614401,3890.872649,958.0016251,7.803274693,147.1260434,1,40.17011013,113.4586839,41.07671769,106.1964497,100.2984359,12.64117674,21.07538596,29.03143461,14.8228217,92.41723498,93.6799701,12.81946884,27.62808882,58.41687093,33.87832625,83.88788296,0,0,0,01-01-2050 00:00,No Failure
VEH0011,Toyota,2023-01-01 03:12:00,87523.50378,94.38492865,2308.578004,28.49288635,87.43195655,17.63859002,10.21964463,29.65938548,12.51918611,61.01307238,670.6235341,1.84962348,3891.072379,1031.825127,7.789144934,71.94224294,1,44.15769462,20.97263765,25.86818054,64.88430414,45.47442125,11.5679349,-14.86594155,18.43565258,14.12414219,85.71819116,93.67544069,110.4129531,10.51815216,77.97685711,29.44576735,80.64619066,0,0,0,01-01-2050 00:00,No Failure
VEH0011,Toyota,2023-01-01 03:18:00,88095.29108,91.45627868,2469.844749,42.38163107,90.92103815,5.130989909,5.235436483,42.51059148,16.45741009,83.04359537,121.3211493,0.928345747,3897.45675,954.1401995,7.658124289,48.0362851,0,86.189675,42.20795461,72.73007657,22.82798812,34.03161541,12.65276573,28.34503495,24.00050599,14.10082413,48.12647234,93.61605444,0.0,41.53263934,63.26026413,29.61216781,83.9654301,0,0,0,01-01-2050 00:00,No Failure
