vehicle_id,brand,timestamp,odometer_reading,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_pos_percent,air_flow_rate_gps,exhaust_gas_temp_c,vibration_level,engine_hours,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,abs_fault_indicator,brake_pedal_pos_percent,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,vehicle_speed_kph,ambient_temp_c,humidity_percent,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_date,failure_type
VEH0007,Kia,2023-01-01 00:00:00,41431.99985,100.0446819,2817.105276,50.41786733,90.90660731,53.28499672,5.327445997,39.9208761,32.33781838,49.42535541,465.8144568,2.729265084,1802.269757,930.8230162,6.606986138,103.3729558,1,48.43023839,51.78764012,51.35818052,48.70225532,61.46437607,12.42024167,28.8418651,31.37491641,14.21397791,49.12723342,91.9817998,137.2020563,35.35064655,82.91640568,32.32327585,77.81670844,0,0,0,01-01-2050 00:00,No Failure
VEH0007,Kia,2023-01-01 00:38:00,41528.34991,92.00256054,1034.081539,33.35501998,88.8170985,39.30519005,5.50696182,24.49088426,17.87541103,47.44011936,534.0211061,1.665653437,1802.653564,929.6152013,6.590280068,125.2277434,0,48.38494381,84.74672187,88.33067759,51.21123905,-10.85277233,12.27620324,-8.8911388,15.66658999,13.81035717,59.38982017,91.97807022,122.3858787,38.07520136,71.1592924,34.02463495,83.37391552,0,0,0,01-01-2050 00:00,No Failure
VEH0007,Kia,2023-01-01 00:44:00,41480.66999,92.69168025,3033.588824,51.85407278,91.91946887,17.77024841,12.82855528,42.5007134,1.592621287,38.1723816,391.8850825,0.495317966,1802.404705,917.8931134,6.599306406,114.4517816,0,77.83112983,89.48573215,46.34395158,76.76296602,75.87753987,12.98492156,32.00814132,32.46154183,14.44511721,56.50795454,91.98016365,12.57185603,22.08848873,60.47522782,32.33726623,79.14110878,0,0,0,01-01-2050 00:00,No Failure
VEH0007,Kia,2023-01-01 00:48:00,41594.89817,98.81587769,1568.147964,47.54046902,90.85106087,92.44965214,3.147557399,32.9926661,6.309460699,85.60554784,385.7364731,1.641379129,1803.506309,1140.722582,6.573226635,133.5511296,0,18.504762,88.62796027,70.89803726,52.04685644,62.32119366,12.73554628,22.2082614,20.31254707,14.50239676,45.4164481,91.96647911,71.09956493,26.90606198,62.01898814,31.20772537,81.52349169,0,0,0,01-01-2050 00:00,No Failure
VEH0007,Kia,2023-01-01 01:00:00,41749.24602,96.95158002,2303.491498,37.7955566,89.73781281,1.804022809,4.526192899,38.82573664,33.3195113,51.6195977,281.7352347,1.174961219,1804.722345,817.2075161,6.548282397,37.93779952,0,9.424265017,90.31437767,96.42055109,77.80733482,76.64890021,12.75796391,-20.13041511,20.38282577,14.26421209,51.04930821,91.9497102,89.74790706,38.32296626,47.96268739,33.469533,77.06792023,0,0,0,01-01-2050 00:00,No Failure
VEH0007,Kia,2023-01-01 01:10:00,41814.2688,96.99876208,2869.924187,37.94410175,87.8023904,95.91493907,5.641921417,1.069004315,19.60969435,43.44193868,694.3967986,2.427754294,1804.957754,991.2409943,6.541349188,34.10600235,1,13.51318962,110.3353286,57.2135289,73.88197685,101.7501428,13.20507291,2.14594909,21.21853604,14.30771331,64.93127573,91.94545011,25.07920536,16.6141245,90.39823333,30.61551729,83.53385687,0,0,0,01-01-2050 00:00,No Failure
VEH0007,Kia,2023-01-01 01:52:00,41855.56783,95.76981579,2745.383511,26.88357472,88.56339893,26.86353492,8.466706362,78.62655147,80.84180758,60.96992759,488.4818466,2.329833107,1805.075541,1005.404826,6.528891987,3.56034249,0,72.0538856,43.20574884,90.75359869,71.99872221,3.219645137,12.99433887,16.86444811,27.42430719,14.11730816,52.48012562,91.94073746,23.48011922,38.31415098,39.77332125,29.68705879,77.39553989,0,0,0,01-01-2050 00:00,No Failure
VEH0007,Kia,2023-01-01 01:54:00,41535.12563,96.51813276,1869.562627,75.64889174,93.07521329,80.3489137,3.985760176,25.8234845,64.90433448,28.57081029,388.6646184,2.771989475,1802.716731,833.332104,6.58130599,58.6576927,0,24.83764605,31.81605928,39.3466609,78.56032401,28.95366632,12.74708458,4.265198967,17.80304493,14.40514824,82.41314268,91.97503367,72.13659849,20.51725268,42.8776732,33.07450237,75.3241657,0,0,0,01-01-2050 00:00,No Failure
VEH0007,Kia,2023-01-01 01:55:00,42104.44544,93.86198932,2050.719548,43.21631042,89.27602463,15.23028822,5.281231743,28.53195665,11.13819385,47.14153517,563.2636241,0.916414428,1806.654417,1060.279757,6.492520537,141.8741973,0,19.01191864,56.58709852,48.82839191,79.84147121,85.58696342,13.14751835,-17.4590507,24.55526671,14.24327949,74.67785834,91.92345824,55.87390459,25.18445757,43.49919684,33.92232617,84.72834324,0,0,0,01-01-2050 00:00,No Failure
VEH0007,Kia,2023-01-01 02:13:00,41602.34346,95.07642571,1157.573996,46.97131073,92.02462294,17.33602152,5.782952834,40.51463799,70.01066731,30.53718395,171.4618123,1.414393218,1803.603282,915.0769109,6.567589193,76.83950859,0,46.72782044,36.04608065,93.02632536,62.47731909,75.2920994,12.92811639,76.78958963,28.24230024,14.04498182,66.13528191,91.96208649,94.38503518,32.6166568,70.95642208,33.23207602,78.86279527,0,0,0,01-01-2050 00:00,No Failure
